Цена,Ссылка,Количество комнат,Общая площадь,Площадь кухни,Этаж,Балкон или лоджия,Тип комнат,Санузел,Окна,Ремонт,Тёплый пол,Мебель,Техника,Способ продажи,Вид сделки,Тип дома,Год постройки,Этажей в доме,Пассажирский лифт,Грузовой лифт,Двор,Парковка,Высота потолков,Отделка,Название новостройки,"Корпус, строение",Тип участия,Срок сдачи,Жилая площадь,Дополнительно,Стоимость ремонта,В доме,Запланирован снос
22999950,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_759_m_25_et._7705068464?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,3,75.9 м²,9 м²,2 из 5,,изолированные,раздельный,во двор,евро,,,,свободная,,кирпичный,1953,5,,,,открытая во дворе,3 м,,,,,,45 м²,,,,
6100000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_324_m_1012_et._7332122326?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,1,32.4 м²,6.3 м²,10 из 12,лоджия,,раздельный,во двор,косметический,,"кухня, хранение одежды, спальные места",,альтернативная,возможна ипотека,панельный,,12,2,,,открытая во дворе,2.5 м,,,,,,18 м²,гардеробная,от 417 000 ₽ за 32.4 м²,,
8400000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_30_m_79_et._7807237680?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,1,30 м²,8 м²,7 из 9,балкон,,совмещенный,"на улицу, на солнечную сторону",евро,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",свободная,возможна ипотека,кирпичный,1966,9,1,нет,"детская площадка, спортивная площадка",открытая во дворе,,,,,,,,,,"мусоропровод, газ",
10300000,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_584_m_55_et._7678530757?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,3,58.4 м²,5.5 м²,5 из 5,балкон,смежные,раздельный,"во двор, на улицу",косметический,,,,свободная,возможна ипотека,панельный,1968,5,нет,нет,"детская площадка, спортивная площадка",открытая во дворе,,,,,,,,,от 751 000 ₽ за 58.4 м²,газ,
9250000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_374_m_816_et._7807575782?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,1,37.4 м²,7.5 м²,8 из 16,лоджия,,раздельный,"на улицу, на солнечную сторону",евро,,кухня,,свободная,возможна ипотека,кирпичный,1991,16,1,1,"детская площадка, спортивная площадка",открытая во дворе,2.5 м,,,,,,19.3 м²,гардеробная,,"консьерж, мусоропровод",
4900000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_304_m_29_et._7724387017?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,1,30.4 м²,6.3 м²,2 из 9,,,раздельный,во двор,косметический,,,,свободная,возможна ипотека,блочный,1971,9,1,нет,"детская площадка, спортивная площадка",открытая во дворе,2.5 м,,,,,,17.8 м²,,от 391 000 ₽ за 30.4 м²,"мусоропровод, газ",
7100000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_31_m_25_et._7767637381?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,1,31 м²,6 м²,2 из 5,балкон,,совмещенный,на улицу,дизайнерский,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",свободная,возможна ипотека,кирпичный,1965,5,нет,нет,,открытая во дворе,2.5 м,,,,,,17 м²,,,газ,
5100000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_38_m_1022_et._7487686777?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,1,38 м²,8 м²,10 из 22,лоджия,,раздельный,"во двор, на улицу",требует ремонта,,"кухня, хранение одежды, спальные места",,свободная,возможна ипотека,панельный,2016,22,1,,"детская площадка, спортивная площадка",открытая во дворе,2.8 м,,,,,,16 м²,,,,
7490000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_344_m_1319_et._7772525976?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,1,34.4 м²,10.5 м²,13 из 19,балкон,,совмещенный,во двор,евро,,кухня,,свободная,,монолитный,2022,19,1,1,"детская площадка, спортивная площадка","подземная, открытая во дворе",,,,,,,16 м²,,,,
4400000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_308_m_35_et._7779630975?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,1,30.8 м²,6.3 м²,3 из 5,балкон,,раздельный,"во двор, на солнечную сторону",требует ремонта,,,,свободная,,панельный,1960,5,нет,нет,детская площадка,открытая во дворе,2.7 м,,,,,,15.7 м²,гардеробная,,газ,
9600000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_504_m_514_et._7621136300?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,2,50.4 м²,7.3 м²,5 из 14,балкон,изолированные,раздельный,на улицу,косметический,,,,свободная,возможна ипотека,панельный,1976,14,1,1,,,2.6 м,,,,,,30.2 м²,,от 648 000 ₽ за 50.4 м²,газ,
8300000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_462_m_35_et._7771761804?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,2,46.2 м²,6.7 м²,3 из 5,,изолированные,раздельный,во двор,евро,есть,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",свободная,возможна ипотека,панельный,1964,5,нет,нет,"детская площадка, спортивная площадка",открытая во дворе,2.6 м,,,,,,31.4 м²,,,газ,
6350000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_442_m_25_et._7703556576?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,2,44.2 м²,7.2 м²,2 из 5,балкон,изолированные,раздельный,во двор,косметический,,"хранение одежды, спальные места",,свободная,возможна ипотека,панельный,1967,5,нет,нет,"детская площадка, спортивная площадка",открытая во дворе,2.7 м,,,,,,29.7 м²,,,,
9100000,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_24_m_46_et._7690986437?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,студия,24 м²,,4 из 6,,,совмещенный,на улицу,дизайнерский,есть,,"кондиционер, водонагреватель",свободная,,кирпичный,1910,6,1,нет,"закрытая территория, детская площадка, спортивная площадка",открытая во дворе,3.3 м,,,,,,21 м²,,,газ,
16400000,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_705_m_812_et._7721188531?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,3,70.5 м²,10.6 м²,8 из 12,лоджия,изолированные,раздельный,,дизайнерский,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина, посудомоечная машина",свободная,возможна ипотека,панельный,1985,12,1,1,,открытая во дворе,,,,,,,,,,,
6499000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_346_m_1112_et._7729561756?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,1,34.6 м²,12 м²,11 из 12,лоджия,,совмещенный,во двор,косметический,,"кухня, спальные места",посудомоечная машина,свободная,,монолитный,2024,12,3,1,"закрытая территория, детская площадка, спортивная площадка",открытая во дворе,2.5 м,,,,,,15 м²,панорамные окна,от 445 000 ₽ за 34.6 м²,,
4799000,https://www.avito.ru/sankt-peterburg/kvartiry/apartamenty-studiya_208_m_514_et._4047776282?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,студия,20.8 м²,,5 из 14,,,совмещенный,"на улицу, на солнечную сторону",евро,есть,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",свободная,возможна ипотека,монолитный,2022,14,2,1,,"открытая во дворе, за шлагбаумом во дворе",2.8 м,,,,,,12.5 м²,,,консьерж,
8250000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_522_m_812_et._7853108634?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,2,52.2 м²,7.5 м²,8 из 12,балкон,изолированные,раздельный,во двор,косметический,,"кухня, хранение одежды, спальные места",,свободная,возможна ипотека,панельный,1987,12,1,1,детская площадка,открытая во дворе,2.6 м,,,,,,31 м²,,от 671 000 ₽ за 52.2 м²,,
4063464,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_236_m_810_et._7758563831?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,студия,23.6 м²,,8 из 10,,,,,,,,,,,монолитный,,10,1,1,,,,чистовая,UР-квартал «Новый Московский»,Корпус 4,ДДУ по ФЗ 214,Сдача в 4 кв. 2027,16.7 м²,,,,
4850000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_384_m_2525_et._7768287094?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,1,38.4 м²,9 м²,25 из 25,лоджия,,совмещенный,,косметический,,,,свободная,,монолитный,2019,25,2,1,"детская площадка, спортивная площадка","подземная, открытая во дворе",,,,,,,18 м²,,от 494 000 ₽ за 38.4 м²,,
14900000,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_92_m_522_et._7740103829?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,3,92 м²,16 м²,5 из 22,балкон,изолированные,раздельный,во двор,требует ремонта,,"кухня, хранение одежды, спальные места",посудомоечная машина,свободная,возможна ипотека,монолитный,2009,22,2,2,"детская площадка, спортивная площадка",открытая во дворе,2.8 м,,,,,,49 м²,,от 1 840 000 ₽ за 92 м²,мусоропровод,
8300000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45_m_412_et._7682061086?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,2,45 м²,7.3 м²,4 из 12,,изолированные,раздельный,во двор,косметический,,,,свободная,,кирпичный,1969,12,2,1,"детская площадка, спортивная площадка",открытая во дворе,2.7 м,,,,,,29 м²,,от 579 000 ₽ за 45 м²,"мусоропровод, газ",
7050000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_318_m_210_et._7795241601?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,1,31.8 м²,8.1 м²,2 из 10,,,совмещенный,во двор,евро,,"кухня, хранение одежды, спальные места","стиральная машина, посудомоечная машина",свободная,возможна ипотека,монолитный,2020,10,1,1,"закрытая территория, детская площадка, спортивная площадка",подземная,2.7 м,,,,,,16.3 м²,,,,
13390000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_464_m_59_et._7745040527?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,2,46.4 м²,7.2 м²,5 из 9,балкон,изолированные,совмещенный,"во двор, на улицу, на солнечную сторону",дизайнерский,есть,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",свободная,возможна ипотека,панельный,1976,9,1,нет,"детская площадка, спортивная площадка","наземная многоуровневая, открытая во дворе",2.5 м,,,,,,28.8 м²,гардеробная,,"мусоропровод, газ",
9800000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_325_m_618_et._7720423664?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,1,32.5 м²,7.7 м²,6 из 18,лоджия,,раздельный,во двор,косметический,,"кухня, хранение одежды",,свободная,возможна ипотека,монолитно-кирпичный,2012,18,1,1,"детская площадка, спортивная площадка",подземная,2.6 м,,,,,,,,от 418 000 ₽ за 32.5 м²,,
19000000,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_785_m_66_et._7771434170?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJySWlkTFFYU0NyVzRpemx4Ijt9-_8iJT8AAAA,3,78.5 м²,8 м²,6 из 6,балкон,изолированные,раздельный,"во двор, на солнечную сторону",косметический,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",свободная,возможна ипотека,кирпичный,1954,6,1,нет,"детская площадка, спортивная площадка",открытая во дворе,3 м,,,,,,52 м²,панорамные окна,от 1 009 000 ₽ за 78.5 м²,,
